Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
PARMIG.R AOP 24M BLC 1KGENV MC,147112,1,147668,MEAT_SPECIAL_HANDLING-26-7-A2-4,15.93,15.93,15.94,15.94,0,0,-0.009999999999999787,-0.009999999999999787
CUISSE PLT LR JNE X10 MC,867062,1,276229,"MEAT_SPECIAL_HANDLING-21-3-A1-2,UNLOADING-1",4.63,4.63,4.64,4.64,0,0,-0.009999999999999787,-0.009999999999999787
POULPE ENT CRU IQF 1/2KG MA,825225,1,231796,DEEP_FROZEN-43-8-A2-7,2.93,2.93,2.94,2.94,0,0,-0.009999999999999787,-0.009999999999999787
EMMENTAL FR BLC 2KG ENV MC,896811,1,309201,MEAT_SPECIAL_HANDLING-25-15-A1-4,13.46,13.46,13.47,13.47,0,0,-0.009999999999999787,-0.009999999999999787
AIGUIL.PLT J STD 1.5KG ENV FR,857602,1,264722,MEAT_SPECIAL_HANDLING-21-22-A1-4,6.16,6.16,6.17,6.17,0,0,-0.009999999999999787,-0.009999999999999787
ANNEAU ENCORNET DEC 2X2 S/AT P/OP B.DOSIDICUS GIGAS,707412,1,707412,FISH-54-8-A1-2,8.52,8.52,8.53,8.53,0,0,-0.009999999999999787,-0.009999999999999787
FILET CANARD X2  SV MC,896017,1,308125,MEAT_SPECIAL_HANDLING-20-21-A1-1,15.85,15.85,15.86,15.86,0,0,-0.009999999999999787,-0.009999999999999787
"KNACKS BN 1,6 KG ENV",156565,1,157627,MEAT_SPECIAL_HANDLING-26-15-A1-7,14.16,14.16,14.17,14.17,0,0,-0.009999999999999787,-0.009999999999999787
1/4ROQUEF AOP LC 675GENV MDF,677314,1,50405,MEAT_SPECIAL_HANDLING-25-15-A1-9,7.41,7.41,7.42,7.42,0,0,-0.009999999999999787,-0.009999999999999787
"1/2FOURM AMBERT AOP 1,2KGENMDF",829508,1,236054,MEAT_SPECIAL_HANDLING-24-12-A2-6,3.14,3.14,3.15,3.15,0,0,-0.009999999999999787,-0.009999999999999787
GRANA.P AOP 16M BLC 1KG ENV MC,840430,1,247529,"UNLOADING-1,MEAT_SPECIAL_HANDLING-24-18-A3-2",12.68,12.68,12.69,12.69,0,0,-0.009999999999999787,-0.009999999999999787
1/2 CHORIZO LEON FORT 500G ENV,171718,1,174652,MEAT_SPECIAL_HANDLING-25-6-A2-3,3.99,3.99,4,4,0,0,-0.009999999999999787,-0.009999999999999787
"SCISSE MORTEAU CRU 1,4KGEN RUS",884351,1,294973,"IN-1,MEAT_SPECIAL_HANDLING-26-7-A1-8",11.72,11.72,11.73,11.73,0,0,-0.009999999999999787,-0.009999999999999787
FOIE GRAS ESCALOP 25/40G TB FR,819694,1,226558,DEEP_FROZEN-43-4-A4-2,8.74,8.74,8.75,8.75,0,0,-0.009999999999999787,-0.009999999999999787
EMINCE B¿UF EX FIN HAL ENV 1KG,893209,1,305070,MEAT_SPECIAL_HANDLING-24-9-A1-3,57.88,57.88,57.89,57.89,0,0,-0.00999999999999801,-0.00999999999999801
DOS LIEU NOIR 400/+ MC 2X2KG S/AT P/ANE.POLLACHIUS VIRENS,707638,1,707638,"FISH-52-4-A1-1,FISH-55-10-A1-1",24.62,24.62,24.63,24.63,0,0,-0.00999999999999801,-0.00999999999999801
1/2 BRIE MEAUX AOP 1/2 AFF MDF,687209,1,63817,"UNLOADING-1,MEAT_SPECIAL_HANDLING-25-21-A2-7",16.76,16.76,16.77,16.77,0,0,-0.00999999999999801,-0.00999999999999801
"SPIANATA PICC 2,2KGENV",636654,1,70166,MEAT_SPECIAL_HANDLING-20-20-A1-3,49.17,49.17,49.18,49.18,0,0,-0.00999999999999801,-0.00999999999999801
MERGUEZ BF/MOUTON HAL 1KG S/V,820548,1,227324,MEAT_SPECIAL_HANDLING-26-12-A3-7,38.64,38.64,38.65,38.65,0,0,-0.00999999999999801,-0.00999999999999801
BAV ALOY PAD UE,688771,1,29362,"MEAT_SPECIAL_HANDLING-26-18-A1-7,MEAT_SPECIAL_HANDLING-21-19-A1-3,MEAT_SPECIAL_HANDLING-26-6-B1-3",206.21,206.21,206.22,206.22,0,0,-0.009999999999990905,-0.009999999999990905
GIGOT AGN S/OS S/V NZ HAL,675519,1,29620,"MEAT_SPECIAL_HANDLING-23-4-B1-2,MEAT_SPECIAL_HANDLING-25-9-A2-3,MEAT_SPECIAL_HANDLING-24-4-B1-1",132.59,132.59,132.6,132.6,0,0,-0.009999999999990905,-0.009999999999990905
COEUR TT PAD 4KG+ UE,688773,1,29378,"MEAT_SPECIAL_HANDLING-21-19-A1-2,MEAT_SPECIAL_HANDLING-21-15-A1-3",337.3,337.3,337.31,337.31,0,0,-0.009999999999990905,-0.009999999999990905
"1/2 JB SUP DD 3,6KG ENV ARGOAT",829350,1,235422,MEAT_SPECIAL_HANDLING-26-15-A1-6,28.56,28.56,28.55,28.55,0,0,0.00999999999999801,0.00999999999999801
1/16 GORGON AOP 750GENV MC,649783,1,50415,MEAT_SPECIAL_HANDLING-25-16-A1-4,32.33,32.33,32.32,32.32,0,0,0.00999999999999801,0.00999999999999801
"POIT FUME MGR 1,8K ENV VPF RUSTA",877535,1,287377,MEAT_SPECIAL_HANDLING-26-9-A2-5,10.22,10.22,10.21,10.21,0,0,0.009999999999999787,0.009999999999999787
CHIPOLATAS PORC 2KG ENV S/AT,820997,1,227609,MEAT_SPECIAL_HANDLING-26-1-A2-2,10.41,10.41,10.4,10.4,0,0,0.009999999999999787,0.009999999999999787
BACON PLAT 2KG ENV,866214,1,275256,MEAT_SPECIAL_HANDLING-26-1-A1-1,12.18,12.18,12.17,12.17,0,0,0.009999999999999787,0.009999999999999787
"MORTADELLE PP PISTA 1,5KG ENV",829308,1,236529,"UNLOADING-1,MEAT_SPECIAL_HANDLING-25-12-A1-4",14.42,14.42,14.41,14.41,0,0,0.009999999999999787,0.009999999999999787
"1/2 COPPA 1,5KGENV SEL SEC SV",829314,1,236535,MEAT_SPECIAL_HANDLING-25-3-A4-4,3.25,3.25,3.24,3.24,0,0,0.009999999999999787,0.009999999999999787
REBLOCHON AOP LC 450GENV CHABE,875745,1,285382,MEAT_SPECIAL_HANDLING-25-5-A3-2,8.17,8.17,8.16,8.16,0,0,0.009999999999999787,0.009999999999999787
"CHAIR A SAUCISSE 1,8KG ENV SAT",820916,1,227528,MEAT_SPECIAL_HANDLING-24-20-A1-1,5.74,5.74,5.73,5.73,0,0,0.009999999999999787,0.009999999999999787
ESCALOPE VX 140G SV X10 EAF MC,216096,1,16098,MEAT_SPECIAL_HANDLING-26-17-A4-5,2.89,2.89,2.88,2.88,0,0,0.010000000000000231,0.010000000000000231
ROTI CARRE FILET SOSPORC SV MC,894098,1,306034,MEAT_SPECIAL_HANDLING-26-15-A2-3,6.03,6.03,6.02,6.02,0,0,0.010000000000000675,0.010000000000000675
PLT LR PAC JNE NU 1.6/1.8 MC,866994,1,276209,"MEAT_SPECIAL_HANDLING-26-2-A1-5,IN-1",20.8,20.8,20.79,20.79,0,0,0.010000000000001563,0.010000000000001563
COMTE AOP BLC 2KG ENV MC,852560,1,259794,"UNLOADING-1,MEAT_SPECIAL_HANDLING-25-6-A1-1",22.91,22.91,22.9,22.9,0,0,0.010000000000001563,0.010000000000001563
1/2 POITRINE PORC N1 4F AOS SV,852715,1,259966,MEAT_SPECIAL_HANDLING-25-7-A4-9,17.26,17.26,17.25,17.25,0,0,0.010000000000001563,0.010000000000001563
CHORIZO DOUX CULAR 1.5KENV MC,636659,1,70214,MEAT_SPECIAL_HANDLING-23-22-A1-2,48.29,48.29,48.27,48.27,0,0,0.01999999999999602,0.01999999999999602
FLT THON ALBACORE S/V X2P P/OI.THUNNUS ALBACARES,75078,1,75078,FISH-53-7-A1-2,12.16,12.16,12.13,12.13,0,0,0.02999999999999936,0.02999999999999936
PILON PLT JNE *20 SV LNA FR,891653,1,303270,"MEAT_SPECIAL_HANDLING-25-3-A2-4,UNLOADING-1",14.03,14.03,13.99,13.99,0,0,0.03999999999999915,0.03999999999999915
1/2 ROSTELLO TRUFFE 4.2KG ENV,836666,1,243342,MEAT_SPECIAL_HANDLING-26-11-A4-9,31.98,31.98,31.94,31.94,0,0,0.03999999999999915,0.03999999999999915
CHORIZO BELLOTA 500G ENV,164643,1,166315,MEAT_SPECIAL_HANDLING-26-5-A3-4,5.76,5.76,5.67,5.67,0,0,0.08999999999999986,0.08999999999999986
DAURADE ROYALE 3/500 2X2KG S/G EL/GR.SPARUS AURATA,707180,1,707180,FISH-55-7-A1-2,4.49,4.49,4.39,4.39,0,0,0.10000000000000053,0.10000000000000053
CARRE 13 COTE AGN HALAL S/V UK,202891,1,null,null,0.12,0.12,0,0,0,0,0.12,0.12
"BLEU GOURMAGE 1,9KG ENV VDC",829407,1,235479,"MEAT_SPECIAL_HANDLING-25-3-A1-8,UNLOADING-1",18.06,18.06,17.88,17.88,0,0,0.17999999999999972,0.17999999999999972
SEICHE NETTOYEE 2/500 DEC 2X2 S/AT P/ACE.SEPIA OFFICINALIS,707897,1,707897,FISH-54-7-A1-1,4.58,4.58,4.36,4.36,0,0,0.21999999999999975,0.21999999999999975
P'TIT BASQUE BREBIS 660GENV,241495,1,44497,MEAT_SPECIAL_HANDLING-26-11-A1-7,7.35,7.35,6.71,6.71,0,0,0.6399999999999997,0.6399999999999997
F.GRAS CND 2ND CHOIX S/SKIN UE,176149,1,179117,"DEEP_FROZEN-41-3-A3-4,DEEP_FROZEN-43-13-A1-1",17.66,17.66,16.92,16.92,0,0,0.7399999999999984,0.7399999999999984
SH RD 15% VBF 150GX8 HAL S/AT,382941,1,187988,UNLOADING-1,21,21,18,18,2,2,1,1
FROMAGE TARTIFLETTE 450G ARO,896606,1,308975,MEAT_SPECIAL_HANDLING-25-19-A3-5,21,21,20,20,0,0,1,1
HOUMOUS BETTRAVE 500G,900870,1,300294,MEAT_SPECIAL_HANDLING-26-9-A1-5,13,13,12,12,0,0,1,1
TENDERS CRUNCHY PLT HAL 1KG,844130,1,251542,DEEP_FROZEN-40-8-A1-1,53,53,52,52,0,0,1,1
ARO PH ROSE 6RLX X8,388085,1,193025,"MEAT_SPECIAL_HANDLING-6-20-A1-1,MEAT_SPECIAL_HANDLING-7-23-B1-1",45,45,44,44,0,0,1,1
250 CARRE RAINE BLC 15X15CM,387662,1,192695,MEAT_SPECIAL_HANDLING-12-8-A2-5,12,12,11,11,0,0,1,1
9993. ORANGINA 39X25CL VIDE,226889,1,null,null,1,1,0,0,0,0,1,1
BASILIC VRAC 1KG,54507,1,54507,"MEAT_SPECIAL_HANDLING-33-8-A4-1,MEAT_SPECIAL_HANDLING-33-11-A2-7",11,11,10,10,0,0,1,1
"HACHE VR 15%MG VBF 1,5KG S/AT",210169,1,10171,"MEAT_SPECIAL_HANDLING-23-9-A1-2,UNLOADING-1",48,48,47,47,0,0,1,1
PITAYA JNE BQ 1P EQUATEUR A/CEQUATEUR,702695,1,null,null,1,1,0,0,0,0,1,1
TOM RDE GRAPPE MC 5K C1 BEBELGIQUE,762364,1,762364,MEAT_SPECIAL_HANDLING-31-7-A1-3,17,17,16,16,0,0,1,1
RIZ ROND PR SUSHI TSURU 20KG,176680,1,179676,"MEAT_SPECIAL_HANDLING-6-33-B1-2,MEAT_SPECIAL_HANDLING-11-29-B1-2",63,63,62,62,0,0,1,1
FROMAGE BLC 9% 3KG MC,864459,1,273563,MEAT_SPECIAL_HANDLING-22-3-A1-3,9,9,8,8,0,0,1,1
CREME FRAI EP 15% 5L PRESIDENT,220482,1,20484,"MEAT_SPECIAL_HANDLING-26-10-A3-7,MEAT_SPECIAL_HANDLING-22-18-B1-1,MEAT_SPECIAL_HANDLING-22-19-A1-1",46,46,45,45,0,0,1,1
SIGMA 20 RL 57X57X12 THER SBPA,844989,1,259418,"MEAT_SPECIAL_HANDLING-12-36-A1-5,MEAT_SPECIAL_HANDLING-12-18-A3-3",17,17,16,16,0,0,1,1
HEINZ SCE BURGER KK 875ML,391660,1,197383,MEAT_SPECIAL_HANDLING-10-32-A3-3,14,14,13,13,0,0,1,1
COLON HUIL PIMENT DOS 3MLX1000,394283,1,199907,"MEAT_SPECIAL_HANDLING-10-36-A3-3,MEAT_SPECIAL_HANDLING-10-30-A3-2",11,11,10,10,0,0,1,1
GESIERS PLT CONFIT 2KG MC,333446,1,54951,MEAT_SPECIAL_HANDLING-20-6-A1-1,25,25,24,24,0,0,1,1
MP BAC GASTRO INOX GN1/1 H65,670287,1,113490,MEAT_SPECIAL_HANDLING-12-34-A4-4,7,7,6,6,0,0,1,1
CAPPELLETI BOEUF 1KG ROYANS,218669,1,18671,MEAT_SPECIAL_HANDLING-25-19-A4-6,12,12,11,11,0,0,1,1
L'OR SPLENDENTE CAPSULES X100,827356,1,232909,MEAT_SPECIAL_HANDLING-10-22-A3-4,12,12,11,11,0,0,1,1
NETTYMATIC LESSIV POUD 143D,212325,1,12327,"MEAT_SPECIAL_HANDLING-4-23-A1-2,MEAT_SPECIAL_HANDLING-6-2-B1-3",11,11,10,10,0,0,1,1
LASAGNES BOLO BOEUF VF 1KG,900180,1,243439,MEAT_SPECIAL_HANDLING-26-19-A4-9,9,9,8,8,0,0,1,1
CACAHUETE COMPTOIR SEAU 3KG MC,810840,1,217193,MEAT_SPECIAL_HANDLING-10-13-A3-1,6,6,5,5,0,0,1,1
MG 70% DX PLQ 500G ASTRA,885705,1,296419,MEAT_SPECIAL_HANDLING-25-3-A1-4,95,95,94,94,0,0,1,1
MC LENTILLES BLONDES 5KG,839087,1,246206,"MEAT_SPECIAL_HANDLING-7-27-A1-5,MEAT_SPECIAL_HANDLING-8-2-A2-5",5,5,4,4,0,0,1,1
TOM COT NOIRE 3.5K C2 FRFRANCE,702789,1,702789,"MEAT_SPECIAL_HANDLING-32-9-A3-5,IN-1",8,8,7,7,0,0,1,1
MOUSSE CHOCOLAT 1.5KG DOCELLO,231239,1,34241,MEAT_SPECIAL_HANDLING-12-3-A3-4,7,7,6,6,0,0,1,1
ENDIVE RGE 2.5K C1 FRFRANCE,2967,1,2967,"IN-1,MEAT_SPECIAL_HANDLING-32-4-A1-1",10,10,9,9,0,0,1,1
MIETTES SURIMI CRABE 500G MC,326652,1,8189,MEAT_SPECIAL_HANDLING-22-9-A1-4,113,113,112,112,0,0,1,1
MPRO 3X50 SAC CONGEL GM 6L,810369,1,216521,MEAT_SPECIAL_HANDLING-8-26-A1-5,21,21,20,20,0,0,1,1
CONSIGNE TUBE  CO  10KG VIDE,226976,1,null,null,1,1,0,0,0,0,1,1
PASSATA BOUT.  700G MUTTI,834835,1,241853,MEAT_SPECIAL_HANDLING-12-6-A3-5,13,13,12,12,0,0,1,1
100 BTE KEBAB KRAFT,870911,1,279712,MEAT_SPECIAL_HANDLING-6-24-C1-1,23,23,22,22,0,0,1,1
CABECOU DU PERIGORD 35GX12,892738,1,304569,UNLOADING-1,17,17,16,16,0,0,1,1
PUREE ABRICOT 1KG PONTHIER,179113,1,182401,MEAT_SPECIAL_HANDLING-25-9-A2-1,18,18,17,17,0,0,1,1
500 SAC ORANGE EPAIS 27X12X47,392250,1,197957,MEAT_SPECIAL_HANDLING-5-28-A2-2,6,6,5,5,0,0,1,1
L'OR FORZA CAPSULES  X100,827357,1,232910,MEAT_SPECIAL_HANDLING-11-9-A3-1,3,3,2,2,0,0,1,1
MPRO PH JUMBO 2 PLI 350M X 6,892463,1,304299,"MEAT_SPECIAL_HANDLING-12-21-C1-1,MEAT_SPECIAL_HANDLING-12-27-A1-2",49,49,48,48,0,0,1,1
"LAIT CONC NSUC 240X7,5 REGILA",857475,1,264603,MEAT_SPECIAL_HANDLING-11-5-A3-5,12,12,11,11,0,0,1,1
MPRO 100SAC (L) CONS 20X30,834241,1,240713,"MEAT_SPECIAL_HANDLING-12-26-A1-2,MEAT_SPECIAL_HANDLING-12-36-A1-4",21,21,20,20,0,0,1,1
FILET PLT BLC 150/220G HAL 5KG UE,324400,1,85299,DEEP_FROZEN-40-2-A1-2,31,31,30,30,0,0,1,1
AIL PELE MC 1KG CHINE,895334,1,307443,MEAT_SPECIAL_HANDLING-21-7-A1-1,319,319,318,318,0,0,1,1
HEINZ SCE BBQ KK 875ML,391658,1,197381,MEAT_SPECIAL_HANDLING-9-28-A2-5,10,10,9,9,0,0,1,1
JB CUIT DD 5KG VPF,887153,1,298212,MEAT_SPECIAL_HANDLING-25-5-A2-1,7,7,6,6,0,0,1,1
CREME ANGLAISE 50CL ROCHAMBEAU,672550,1,14095,MEAT_SPECIAL_HANDLING-25-4-A4-8,18,18,17,17,0,0,1,1
LILLET ROSE 17D 75CL,655651,1,97031,MEAT_SPECIAL_HANDLING-9-9-A3-3,23,23,22,22,0,0,1,1
LOT 2 TOILES   CUISSON 520X325,236544,1,39546,MEAT_SPECIAL_HANDLING-12-32-A1-5,3,3,2,2,0,0,1,1
JALAPENO CHEDDAR CHEESE 1KG MC,830405,1,236715,DEEP_FROZEN-43-14-A1-3,17,17,16,16,0,0,1,1
COLONA SCE BBQ 5L,635505,1,64976,MEAT_SPECIAL_HANDLING-10-36-A4-5,5,5,4,4,0,0,1,1
50 GOB KRAFT 18CL,855339,1,262726,MEAT_SPECIAL_HANDLING-5-11-A1-1,20,20,19,19,0,0,1,1
LAIT CONC SUCRE 1KG NESTLE,210313,1,10315,MEAT_SPECIAL_HANDLING-11-12-A2-1,24,24,23,23,0,0,1,1
MC SCE BEARNAISE SEAU 3L,177563,1,180783,MEAT_SPECIAL_HANDLING-10-6-A3-4,5,5,4,4,0,0,1,1
50 BOL SALADE CARTON NR 1000ML,867025,1,275928,"MEAT_SPECIAL_HANDLING-12-10-B1-2,MEAT_SPECIAL_HANDLING-12-11-A4-2",13,13,12,12,0,0,1,1
"MC FOND DE VOLAILLE 29,7L 750G",156368,1,158444,MEAT_SPECIAL_HANDLING-10-26-A3-3,18,18,17,17,0,0,1,1
CHORIZO SUP CQC 2X250G MC,225320,1,28322,"MEAT_SPECIAL_HANDLING-26-5-A4-8,MEAT_SPECIAL_HANDLING-25-21-A3-9,UNLOADING-1",55,55,54,54,0,0,1,1
BLANC POULET 16TR 480G HALAL,170495,1,173399,MEAT_SPECIAL_HANDLING-25-19-A4-5,7,7,6,6,0,0,1,1
JURA VIN JAUNE FVV 62CL,840321,1,245309,MEAT_SPECIAL_HANDLING-8-19-A4-2,10,10,9,9,0,0,1,1
PREP PASTILLE URINOIR PIN X40,394937,1,200682,MEAT_SPECIAL_HANDLING-5-24-A1-2,5,5,4,4,0,0,1,1
25 POT DESSERT 20CL +COUV,392963,1,198675,MEAT_SPECIAL_HANDLING-6-9-A3-4,31,31,30,30,0,0,1,1
PAINS HOT DOG X8 500G MC,146771,1,147322,MEAT_SPECIAL_HANDLING-26-5-A1-6,17,17,16,16,0,0,1,1
CHEDDAR RGE RAPE 1KG TIPPAGRAL,151730,1,153263,MEAT_SPECIAL_HANDLING-24-11-A1-1,48,48,47,47,0,0,1,1
FRAMBOISES ENTIERE 1KG MC,249570,1,52572,"DEEP_FROZEN-42-2-A1-1,DEEP_FROZEN-42-4-B1-2",46,46,45,45,0,0,1,1
CORNICHON AD PAYSANNE BOC 850G,273802,1,76804,MEAT_SPECIAL_HANDLING-10-33-A2-1,10,10,9,9,0,0,1,1
OEUF 30 M/G PPA LR COCORETTE,157934,1,159123,"MEAT_SPECIAL_HANDLING-22-12-A1-4,IN-1",23,23,22,22,0,0,1,1
"MC MAYO HTE FERMETE 4,7KG",662158,1,46839,"MEAT_SPECIAL_HANDLING-8-28-A1-3,MEAT_SPECIAL_HANDLING-6-15-C1-4,MEAT_SPECIAL_HANDLING-6-32-B1-3",243,243,242,242,0,0,1,1
TARTE CITRON MERINGUEE 1KG MC,124622,1,124738,"DEEP_FROZEN-43-10-A2-2,DEEP_FROZEN-43-9-A2-6",15,15,14,14,0,0,1,1
VCE RGE 12D 10L,837493,1,244295,"MEAT_SPECIAL_HANDLING-8-22-A3-2,MEAT_SPECIAL_HANDLING-8-3-B1-1",59,59,58,58,0,0,1,1
MP CHALUMEAU CUISINE + CARTOU,176533,1,179533,MEAT_SPECIAL_HANDLING-12-32-B1-1,19,19,18,18,0,0,1,1
FUT VIDE FELSGOLD 20L,180720,1,null,null,1,1,0,0,0,0,1,1
"DESPERADOS 5,9D 12X33CL VP",148310,1,149101,MEAT_SPECIAL_HANDLING-2-5-A1-1,31,31,30,30,0,0,1,1
BAC VANILLE 5L ECO,127979,1,128253,"DEEP_FROZEN-43-13-B1-3,DEEP_FROZEN-43-15-B1-4",37,37,36,36,0,0,1,1
MOCHIRI LITCHI X24,895673,1,307717,"DEEP_FROZEN-43-15-A1-3,DEEP_FROZEN-43-9-A3-1",12,12,11,11,0,0,1,1
CONFITUR ABRICO 24X28G RIOBA,682415,1,100655,MEAT_SPECIAL_HANDLING-11-10-A2-2,3,3,2,2,0,0,1,1
FILET PLT BLC STD 2.5 S/AT FR,832619,1,238932,"IN-1,MEAT_SPECIAL_HANDLING-26-18-A1-6",16,16,15,15,0,0,1,1
VINAIGRE BLANC 8° - 10 L ARO,892809,1,304649,MEAT_SPECIAL_HANDLING-11-11-C1-1,68,68,67,67,0,0,1,1
POP DE PLT CRUNCHY HALAL 1KG,844127,1,251535,"DEEP_FROZEN-42-8-A1-3,DEEP_FROZEN-43-6-A2-4",57,57,56,56,0,0,1,1
AMIDON DE MAIS 5KG,210185,1,10187,MEAT_SPECIAL_HANDLING-11-20-A2-1,8,8,7,7,0,0,1,1
HUILE CUISINOR GID 5L,335889,1,69444,"MEAT_SPECIAL_HANDLING-6-17-A1-1,MEAT_SPECIAL_HANDLING-6-19-C1-3",117,117,116,116,0,0,1,1
LARDONS DE SAUMON FUME 500G MC,902007,1,308422,MEAT_SPECIAL_HANDLING-24-20-A3-5,8,8,7,7,0,0,1,1
GING ROSE P/SUSHI GT FOR CHEFS,394280,1,199904,MEAT_SPECIAL_HANDLING-10-13-A1-2,13,13,12,12,0,0,1,1
MACEDOINE DE LEGUME 1.5KG MC,647644,1,13743,MEAT_SPECIAL_HANDLING-26-13-A4-3,5,5,4,4,0,0,1,1
COURG MC 5K C.14/21 C1 ESESPAGNE,714890,1,714890,MEAT_SPECIAL_HANDLING-30-6-A1-3,40,40,39,39,0,0,1,1
AMORA MOUTARDE SEAU 5KG,839858,1,247263,MEAT_SPECIAL_HANDLING-6-31-A1-2,17,17,16,16,0,0,1,1
ASSAISONNEMENT POUR SUSHI 1L,879797,1,289931,MEAT_SPECIAL_HANDLING-11-1-A2-2,10,10,9,9,0,0,1,1
SAL JP ROQUETTE MC 1K IT ITALIE,37538,1,null,null,1,1,0,0,0,0,1,1
COLONA MAYO DOS 10MLX500,166572,1,168451,MEAT_SPECIAL_HANDLING-11-25-A4-4,6,6,5,5,0,0,1,1
1000 SAC CROISSANT BRUN 103,687535,1,76142,MEAT_SPECIAL_HANDLING-6-6-A3-1,16,16,15,15,0,0,1,1
TOM CER RDE DUO 4K C1 FRFRANCE,9648,1,9648,MEAT_SPECIAL_HANDLING-31-1-A1-1,20,20,19,19,0,0,1,1
PAIN BURGER BIO* SESAME 4X6X80G MC,896266,1,308361,MEAT_SPECIAL_HANDLING-23-14-A1-2,8,8,7,7,0,0,1,1
ARO BOULE INOX 40GX10,837479,1,244280,MEAT_SPECIAL_HANDLING-6-9-A4-4,22,22,21,21,0,0,1,1
MPRO 25 BTE PLATEAU 28X42CM,264657,1,67659,MEAT_SPECIAL_HANDLING-12-14-A1-4,10,10,9,9,0,0,1,1
CONSIGNE FUT 30L VIDE,226840,1,null,null,1,1,0,0,0,0,1,1
JB DE PARME TR500G 12M BERETTA,829874,1,236343,MEAT_SPECIAL_HANDLING-25-5-A4-6,23,23,22,22,0,0,1,1
COEUR COULANT CHOCO 100GX18 MC,393598,1,199317,DEEP_FROZEN-40-7-A1-1,32,32,31,31,0,0,1,1
SAVONA GEL HYDRO 500ML,856260,1,263557,MEAT_SPECIAL_HANDLING-5-28-A4-5,6,6,5,5,0,0,1,1
"CUBES DE PATATES DOUCES 2,5KG",862685,1,271602,DEEP_FROZEN-42-14-A2-9,17,17,16,16,0,0,1,1
100 BTE PIZZA KRAFT BRUN 33X33,394393,1,200013,MEAT_SPECIAL_HANDLING-7-2-A1-3,10,10,9,9,0,0,1,1
ST-MORET 9X20G LOT DE 3,222883,1,22885,MEAT_SPECIAL_HANDLING-26-5-A2-3,29,29,28,28,0,0,1,1
LIME 1K C.3/4 FILET4 C1 BRBRESIL,99362,1,99362,MEAT_SPECIAL_HANDLING-31-9-A1-2,37,37,36,36,0,0,1,1
HEINZ KETCHUP FS 570GR,834848,1,241866,MEAT_SPECIAL_HANDLING-10-2-A2-3,89,89,88,88,0,0,1,1
VIANDE CND CONFITE 800GR,817531,1,227225,MEAT_SPECIAL_HANDLING-24-16-A4-6,9,9,8,8,0,0,1,1
RIZ LG 20 MIN 10KG BENS O,839954,1,247379,MEAT_SPECIAL_HANDLING-10-18-A1-5,11,11,10,10,0,0,1,1
MC MOUTARDE A L ANCIENNE 5KG,176524,1,179524,"MEAT_SPECIAL_HANDLING-3-9-B1-1,MEAT_SPECIAL_HANDLING-7-27-A2-4",4,4,3,3,0,0,1,1
RIZ SUSHIS LOTUS RICE 20KG,886091,1,296900,MEAT_SPECIAL_HANDLING-6-33-C1-3,6,6,5,5,0,0,1,1
MC OLIV NOIRES DENOY 30/33 5/1,828311,1,233121,"MEAT_SPECIAL_HANDLING-6-12-C1-2,MEAT_SPECIAL_HANDLING-7-8-A1-3,MEAT_SPECIAL_HANDLING-6-12-C1-3,MEAT_SPECIAL_HANDLING-6-12-C1-1",547,547,546,546,0,0,1,1
2 PINCE FEUILLE DE CHENE 24CM,150990,1,152543,MEAT_SPECIAL_HANDLING-12-20-A3-3,26,26,25,25,0,0,1,1
VINAIGRET BALSA SEAU 72X20ML,839103,1,246232,"MEAT_SPECIAL_HANDLING-10-36-B1-1,MEAT_SPECIAL_HANDLING-10-36-A1-1",25,25,24,24,0,0,1,1
50 COUV BTE SALADE KRAFT GM,860112,1,267835,MEAT_SPECIAL_HANDLING-6-24-B1-3,70,70,69,69,0,0,1,1
TARTE MYRTILLE 810G MC,892606,1,304446,"DEEP_FROZEN-42-12-A4-2,DEEP_FROZEN-42-14-B1-3",44,44,43,43,0,0,1,1
RIZ THAI JASMIN ROYAL UMB 20KG,156175,1,157264,MEAT_SPECIAL_HANDLING-11-29-C1-2,27,27,26,26,0,0,1,1
NUGGETS HAPPYVORE 1KG,896730,1,309108,DEEP_FROZEN-43-8-A4-2,13,13,12,12,0,0,1,1
ALLUMETTE NATURE 1KG MC,382090,1,187181,MEAT_SPECIAL_HANDLING-20-1-A1-4,61,61,60,60,0,0,1,1
MPRO LIQ VAISS MACHINE 5L,847831,1,254841,MEAT_SPECIAL_HANDLING-6-2-A2-5,10,10,9,9,0,0,1,1
COMTE AOP 32TR 10X10 480G ENTR,399180,1,205025,MEAT_SPECIAL_HANDLING-25-6-A2-9,35,35,34,34,0,0,1,1
CORIANDRE VRAC 1KG,54513,1,54513,MEAT_SPECIAL_HANDLING-33-11-A3-4,3,3,2,2,0,0,1,1
SALADE DE WAKAME 1KG,847587,1,254543,DEEP_FROZEN-42-14-A3-7,22,22,21,21,0,0,1,1
LOT 2 TOILES   CUISSON 585X385,236557,1,39559,MEAT_SPECIAL_HANDLING-12-32-A2-1,3,3,2,2,0,0,1,1
TOMATADE 1KG SUDNSOL,181649,1,184932,MEAT_SPECIAL_HANDLING-22-15-A1-2,51,51,50,50,0,0,1,1
