Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
MPRO 50 BTE PATIS BLANC 20X8CM;387604;1;MEAT_SPECIAL_HANDLING-12-10-A3-4;11;11;10;10;0;0;1;1
SIROP RIOBA GRENAD. NATUR 1L;881771;1;MEAT_SPECIAL_HANDLING-2-13-A1-3,MEAT_SPECIAL_HANDLING-2-5-B1-3;179;179;178;178;0;0;1;1
1000 SAC SANDW FEN KRA 10X4X36;395422;1;MEAT_SPECIAL_HANDLING-5-10-A1-3,MEAT_SPECIAL_HANDLING-5-35-A2-1;11;11;10;10;0;0;1;1
MOCHIRI MANGUE PASSION X24;895674;1;DEEP_FROZEN-43-8-A2-2,UNLOADING-1;27;27;26;26;0;0;1;1
TOMATADE 1KG SUDNSOL;181649;1;MEAT_SPECIAL_HANDLING-22-15-A1-2;42;42;41;41;0;0;1;1
CORNICHON AD PAYSANNE BOC 850G;273802;1;MEAT_SPECIAL_HANDLING-10-33-A2-1;5;5;4;4;0;0;1;1
JALAPENO CHEDDAR CHEESE 1KG MC;830405;1;DEEP_FROZEN-43-14-A1-3,UNLOADING-1;19;19;18;18;0;0;1;1
CAROTTE MC 5K C.20/40 BOX40 C1 FRFRANCE;711663;1;null;1;1;0;0;0;0;1;1
CHORIZO SUP CQC 2X250G MC;225320;1;MEAT_SPECIAL_HANDLING-26-5-A4-8,MEAT_SPECIAL_HANDLING-26-8-A1-9,MEAT_SPECIAL_HANDLING-20-13-B1-1;78;78;77;77;0;0;1;1
VINAIGRET BALSA SEAU 72X20ML;839103;1;MEAT_SPECIAL_HANDLING-11-32-C1-2,UNLOADING-1,MEAT_SPECIAL_HANDLING-11-31-A4-2,MEAT_SPECIAL_HANDLING-10-36-B1-2;101;101;100;100;0;0;1;1
MPRO 25 BTE PLATEAU 28X42CM;264657;1;MEAT_SPECIAL_HANDLING-12-14-A1-4;10;10;9;9;0;0;1;1
50 BOL SALADE CARTON NR 1000ML;867025;1;MEAT_SPECIAL_HANDLING-12-10-B1-2,MEAT_SPECIAL_HANDLING-12-11-A4-2;11;11;10;10;0;0;1;1
BULL EYES SCE BBQ ORIGINAL 2L;819219;1;MEAT_SPECIAL_HANDLING-11-2-A3-1;16;16;15;15;0;0;1;1
CONSIGNE PAL BLEU 80/120 CHEP;885177;1;null;1;1;0;0;0;0;1;1
LAIT CONC SUCRE 1KG NESTLE;210313;1;MEAT_SPECIAL_HANDLING-11-12-A2-1;32;32;31;31;0;0;1;1
ENDIVE RGE 2.5K C1 FRFRANCE;2967;1;MEAT_SPECIAL_HANDLING-32-4-A1-1;11;11;10;10;0;0;1;1
3 SPATULES 35CM ELVEA;140703;1;MEAT_SPECIAL_HANDLING-12-32-A3-2;7;7;6;6;0;0;1;1
RIZ LG 20 MIN 10KG BENS O;839954;1;MEAT_SPECIAL_HANDLING-10-18-A1-5;11;11;10;10;0;0;1;1
MPRO PH JUMBO 2 PLI 350M X 6;892463;1;MEAT_SPECIAL_HANDLING-12-27-A1-2,MEAT_SPECIAL_HANDLING-12-21-C1-1;45;45;44;44;0;0;1;1
FILET PLT BLC HAL 2.5KG;857595;1;MEAT_SPECIAL_HANDLING-26-14-A2-6;11;11;10;10;0;0;1;1
SIGMA 20 RL 57X57X12 THER SBPA;844989;1;MEAT_SPECIAL_HANDLING-12-18-A3-3;14;14;13;13;0;0;1;1
GING ROSE P/SUSHI GT FOR CHEFS;394280;1;MEAT_SPECIAL_HANDLING-10-13-A1-2;12;12;11;11;0;0;1;1
VUE RGE 11D 5L;857139;1;MEAT_SPECIAL_HANDLING-8-19-A4-3,MEAT_SPECIAL_HANDLING-8-19-B1-2;45;45;44;44;0;0;1;1
JB CUIT DD 5KG VPF;887153;1;MEAT_SPECIAL_HANDLING-25-5-A2-1;6;6;5;5;0;0;1;1
MOUSSE CHOCOLAT 1.5KG DOCELLO;231239;1;MEAT_SPECIAL_HANDLING-12-3-A3-4;7;7;6;6;0;0;1;1
GATEAU DAIM PREDECOUPE X 12 1K;208655;1;DEEP_FROZEN-40-8-A1-4,UNLOADING-1;151;151;150;150;0;0;1;1
OIGNON ROUGE EMINCE 1KG UE;399221;1;MEAT_SPECIAL_HANDLING-25-12-A1-1;4;4;3;3;0;0;1;1
YAOURT NATURE  16X125G ROCHAMB;202508;1;MEAT_SPECIAL_HANDLING-25-11-A1-4,MEAT_SPECIAL_HANDLING-21-18-B1-1;41;41;40;40;0;0;1;1
MPRO SAC POUB INCORP 30X110L;819203;1;MEAT_SPECIAL_HANDLING-7-13-A1-1;106;106;105;105;0;0;1;1
ASSAISONNEMENT POUR SUSHI 1L;879797;1;MEAT_SPECIAL_HANDLING-11-1-A2-2;20;20;19;19;0;0;1;1
CEPES ENT. EXTR 4/6 SURG 800GR;155439;1;DEEP_FROZEN-43-13-A2-2,DEEP_FROZEN-42-6-A2-3;45;45;44;44;0;0;1;1
FROMAGE BLC 9% 3KG MC;864459;1;MEAT_SPECIAL_HANDLING-22-3-A1-3;7;7;6;6;0;0;1;1
L'OR FORZA CAPSULES  X100;827357;1;null;1;1;0;0;0;0;1;1
SALADE DE WAKAME 1KG;847587;1;DEEP_FROZEN-42-14-A3-7;18;18;17;17;0;0;1;1
CONFITUR ABRICO 24X28G RIOBA;682415;1;MEAT_SPECIAL_HANDLING-11-10-A2-2;3;3;2;2;0;0;1;1
CONSIGNE PAL BRUNE 100/120 IPP;890050;1;null;1;1;0;0;0;0;1;1
WORLD MIX SAC DE 2KG;833961;1;null;1;1;0;0;0;0;1;1
CG PISTACHE 2.5L METRO CHEF;215708;1;DEEP_FROZEN-43-4-A2-5,UNLOADING-1,DEEP_FROZEN-43-11-A4-1;18;18;17;17;0;0;1;1
NETTYMATIC LESSIV POUD 143D;212325;1;MEAT_SPECIAL_HANDLING-6-2-B1-3,MEAT_SPECIAL_HANDLING-4-23-A1-2;11;11;10;10;0;0;1;1
COLONA SCE BBQ 5L;635505;1;MEAT_SPECIAL_HANDLING-10-36-A4-5;3;3;2;2;0;0;1;1
MP BAC GASTRO INOX GN1/1 H65;670287;1;MEAT_SPECIAL_HANDLING-12-34-A4-4;7;7;6;6;0;0;1;1
POM'POTES SSA POMME X48;852430;1;MEAT_SPECIAL_HANDLING-11-15-B1-1,INSPECTION-3,MEAT_SPECIAL_HANDLING-11-15-A2-5,MEAT_SPECIAL_HANDLING-9-4-C1-3;73;73;72;72;0;0;1;1
500 SAC ORANGE EPAIS 27X12X47;392250;1;MEAT_SPECIAL_HANDLING-5-28-A2-2;3;3;2;2;0;0;1;1
ARO BOULE INOX 40GX10;837479;1;MEAT_SPECIAL_HANDLING-6-9-A4-4;7;7;6;6;0;0;1;1
MPRO LAVE MAIN 10L;155446;1;MEAT_SPECIAL_HANDLING-5-26-B1-1,MEAT_SPECIAL_HANDLING-5-26-A4-4;7;7;6;6;0;0;1;1
SALADE ICEBERG 1 KG MC UE HUE;265000;1;MEAT_SPECIAL_HANDLING-20-21-A1-4;32;32;31;31;0;0;1;1
HEINZ KETCHUP FS 570GR;834848;1;MEAT_SPECIAL_HANDLING-10-2-A2-3;78;78;77;77;0;0;1;1
AMORA MOUTARDE SEAU 5KG;839858;1;MEAT_SPECIAL_HANDLING-6-31-A1-2;16;16;15;15;0;0;1;1
MPRO PH COMPACT 2P 400F 24RLX;876809;1;MEAT_SPECIAL_HANDLING-12-23-B1-3,MEAT_SPECIAL_HANDLING-12-15-A3-5;11;11;10;10;0;0;1;1
CAPPELLETI BOEUF 1KG ROYANS;218669;1;MEAT_SPECIAL_HANDLING-25-19-A4-6;12;12;11;11;0;0;1;1
TARTE MYRTILLE 810G MC;892606;1;DEEP_FROZEN-42-12-A4-2,DEEP_FROZEN-42-14-B1-3;44;44;43;43;0;0;1;1
COMTE AOP 32TR 10X10 480G ENTR;399180;1;MEAT_SPECIAL_HANDLING-25-6-A2-9;77;77;76;76;0;0;1;1
MOGU MOGU CASSIS PET 32 CL X6;856553;1;MEAT_SPECIAL_HANDLING-2-28-A1-2;36;36;35;35;0;0;1;1
AIL ANDALOUSIE 250G DAREGAL;209596;1;DEEP_FROZEN-42-10-A4-2,DEEP_FROZEN-41-9-A3-5;17;17;16;16;0;0;1;1
ROSETTE  50T 2X250G MC;208520;1;MEAT_SPECIAL_HANDLING-26-8-A2-2,MEAT_SPECIAL_HANDLING-25-4-A2-5,MEAT_SPECIAL_HANDLING-25-8-B1-1;76;76;75;75;0;0;1;1
CREME ANGLAISE 50CL ROCHAMBEAU;672550;1;MEAT_SPECIAL_HANDLING-25-4-A4-8;28;28;27;27;0;0;1;1
PAINS HOT DOG X8 500G MC;146771;1;MEAT_SPECIAL_HANDLING-26-5-A1-6;22;22;21;21;0;0;1;1
MP 6 DISTRIB SCE TRANSP 760ML;142584;1;MEAT_SPECIAL_HANDLING-12-25-A1-2,MEAT_SPECIAL_HANDLING-12-15-C1-1;49;49;48;48;0;0;1;1
BASILIC VRAC 1KG;54507;1;MEAT_SPECIAL_HANDLING-33-11-A2-7,MEAT_SPECIAL_HANDLING-33-8-A4-1;7;7;6;6;0;0;1;1
100 BTE KEBAB KRAFT;870911;1;MEAT_SPECIAL_HANDLING-6-28-B1-1;21;21;20;20;0;0;1;1
PV MIXTE MC 3K C.80/100 MOD20 C1 ESESPAGNE;714934;1;MEAT_SPECIAL_HANDLING-32-10-B1-3,MEAT_SPECIAL_HANDLING-33-3-B1-1,MEAT_SPECIAL_HANDLING-32-10-B1-4,MEAT_SPECIAL_HANDLING-32-9-B1-3,MEAT_SPECIAL_HANDLING-32-10-B1-1;198;198;197;197;0;0;1;1
MACEDOINE DE LEGUME 1.5KG MC;647644;1;MEAT_SPECIAL_HANDLING-25-18-A2-3;6;6;5;5;0;0;1;1
POP DE PLT CRUNCHY HALAL 1KG;844127;1;UNLOADING-1,DEEP_FROZEN-43-6-A2-4;43;43;42;42;0;0;1;1
HEINZ SCE BBQ KK 875ML;391658;1;MEAT_SPECIAL_HANDLING-9-28-A2-5;16;16;15;15;0;0;1;1
HEINZ SCE BURGER KK 875ML;391660;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-10-32-A3-3;20;20;19;19;0;0;1;1
HOUMOUS BETTRAVE 500G;900870;1;MEAT_SPECIAL_HANDLING-26-9-A1-5;13;13;12;12;0;0;1;1
L'OR SPLENDENTE CAPSULES X100;827356;1;MEAT_SPECIAL_HANDLING-10-22-A3-4;7;7;6;6;0;0;1;1
MIETTES SURIMI CRABE 500G MC;326652;1;MEAT_SPECIAL_HANDLING-22-9-A1-4,MEAT_SPECIAL_HANDLING-24-6-B1-3;237;237;236;236;0;0;1;1
MC OLIV NOIRES DENOY 30/33 5/1;828311;1;MEAT_SPECIAL_HANDLING-6-12-C1-2,MEAT_SPECIAL_HANDLING-7-8-A1-3,MEAT_SPECIAL_HANDLING-6-12-C1-1,MEAT_SPECIAL_HANDLING-6-12-C1-3;527;527;526;526;0;0;1;1
BLANC POULET 16TR 480G HALAL;170495;1;MEAT_SPECIAL_HANDLING-25-19-A4-5;7;7;6;6;0;0;1;1
MC PALET CHOCO BLANC 30% 5KG;840438;1;MEAT_SPECIAL_HANDLING-8-2-A3-5,MEAT_SPECIAL_HANDLING-8-6-B1-1;20;20;19;19;0;0;1;1
SAL JP EPINARD MC 1K ITITALIE;761340;1;MEAT_SPECIAL_HANDLING-31-3-A1-2;6;6;5;5;0;0;1;1
RIZ SUSHIS LOTUS RICE 20KG;886091;1;MEAT_SPECIAL_HANDLING-1-13-A1-2;4;4;3;3;0;0;1;1
CONSIGNE FUT 30L VIDE;226840;1;null;1;1;0;0;0;0;1;1
50 GOB KRAFT 18CL;855339;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-7-23-A2-1;33;33;32;32;0;0;1;1
PASSATA BOUT.  700G MUTTI;834835;1;MEAT_SPECIAL_HANDLING-12-6-A3-5;13;13;12;12;0;0;1;1
VCE RGE 12D 10L;837493;1;MEAT_SPECIAL_HANDLING-8-3-B1-1,MEAT_SPECIAL_HANDLING-8-22-A3-2;56;56;55;55;0;0;1;1
BROWNIE NOIX DE PECAN 80G X30;124894;1;DEEP_FROZEN-40-3-A1-2;30;30;29;29;0;0;1;1
COLON HUIL PIMENT DOS 3MLX1000;394283;1;MEAT_SPECIAL_HANDLING-10-36-A3-3,MEAT_SPECIAL_HANDLING-10-30-A3-2;10;10;9;9;0;0;1;1
MC SCE BEARNAISE SEAU 3L;177563;1;MEAT_SPECIAL_HANDLING-10-6-A3-4;3;3;2;2;0;0;1;1
TIRAMISU CARA SPECULOS 100GX12;385331;1;DEEP_FROZEN-40-6-A1-3;6;6;5;5;0;0;1;1
LOT 2 TOILES   CUISSON 520X325;236544;1;MEAT_SPECIAL_HANDLING-12-32-A1-5;3;3;2;2;0;0;1;1
ARO HLE COLZA 1L;894297;1;MEAT_SPECIAL_HANDLING-10-11-A3-1,MEAT_SPECIAL_HANDLING-9-6-A2-1,MEAT_SPECIAL_HANDLING-9-16-A1-4,MEAT_SPECIAL_HANDLING-11-18-A2-3,MEAT_SPECIAL_HANDLING-9-24-C1-3,IN-1,MEAT_SPECIAL_HANDLING-12-1-A4-4;322;322;321;321;0;0;1;1
MPRO 100SAC (L) CONS 20X30;834241;1;MEAT_SPECIAL_HANDLING-12-26-A1-2,UNLOADING-1,MEAT_SPECIAL_HANDLING-12-36-A1-4;30;30;29;29;0;0;1;1
JB CRU SANDWICH 50T 2X250G MC;634807;1;MEAT_SPECIAL_HANDLING-26-5-A4-4;30;30;29;29;0;0;1;1
MC LENTILLES BLONDES 5KG;839087;1;MEAT_SPECIAL_HANDLING-7-27-A1-5,MEAT_SPECIAL_HANDLING-8-2-A2-5;5;5;4;4;0;0;1;1
MC POIV NOIR MOULU 550G MC;834924;1;MEAT_SPECIAL_HANDLING-11-1-A2-1;16;16;15;15;0;0;1;1
MG 70% DX PLQ 500G ASTRA;885705;1;MEAT_SPECIAL_HANDLING-25-3-A1-4;173;173;172;172;0;0;1;1
CHOU BROCOLI VRAC 5K ESESPAGNE;30688;1;MEAT_SPECIAL_HANDLING-31-1-A1-2;5;5;4;4;0;0;1;1
CHEDDAR RGE RAPE 1KG TIPPAGRAL;151730;1;MEAT_SPECIAL_HANDLING-24-11-A1-1;44;44;43;43;0;0;1;1
AIL BLANC 6/8 1KG BQT C1 FR  8FRANCE;762222;1;MEAT_SPECIAL_HANDLING-33-10-A2-3;9;9;8;8;0;0;1;1
MPRO 100 BTE PIZZA 26X26X3.5CM;893255;1;MEAT_SPECIAL_HANDLING-6-15-C1-3,MEAT_SPECIAL_HANDLING-6-5-A4-5;10;10;9;9;0;0;1;1
FROMAGE TARTIFLETTE 450G ARO;896606;1;MEAT_SPECIAL_HANDLING-25-19-A3-5;20;20;19;19;0;0;1;1
ARO PH ROSE 6RLX X8;388085;1;MEAT_SPECIAL_HANDLING-6-20-A1-1,MEAT_SPECIAL_HANDLING-7-23-B1-1;40;40;39;39;0;0;1;1
TENDERS CRUNCHY PLT HAL 1KG;844130;1;UNLOADING-1;81;81;80;80;0;0;1;1
LOT 2 TOILES   CUISSON 585X385;236557;1;MEAT_SPECIAL_HANDLING-12-32-A2-1;3;3;2;2;0;0;1;1
CHILI CHEESE NUGGETS 1KG MC;830425;1;UNLOADING-1,DEEP_FROZEN-43-17-A1-1,DEEP_FROZEN-43-14-A1-4;55;55;54;54;0;0;1;1
EMINCE KEBAB VOLAIL HALAL 1KG;143001;1;DEEP_FROZEN-41-9-A3-1,UNLOADING-1;66;66;65;65;0;0;1;1
TOM CER RDE DUO 4K C1 FRFRANCE;9648;1;MEAT_SPECIAL_HANDLING-31-1-A1-1;15;15;14;14;0;0;1;1
SAVONA GEL HYDRO 500ML;856260;1;MEAT_SPECIAL_HANDLING-5-28-A4-5;5;5;4;4;0;0;1;1
LARDONS DE SAUMON FUME 500G MC;902007;1;MEAT_SPECIAL_HANDLING-24-20-A3-5;8;8;7;7;0;0;1;1
GESIERS PLT CONFIT 2KG MC;333446;1;MEAT_SPECIAL_HANDLING-20-6-A1-1;25;25;24;24;0;0;1;1
OEUF 30 M/G PPA LR COCORETTE;157934;1;MEAT_SPECIAL_HANDLING-22-12-A1-4;8;8;7;7;0;0;1;1
MOCHIRI LITCHI X24;895673;1;DEEP_FROZEN-43-9-A3-1,DEEP_FROZEN-43-15-A1-3;12;12;11;11;0;0;1;1
250 CARRE RAINE BLC 15X15CM;387662;1;MEAT_SPECIAL_HANDLING-12-8-A2-5;11;11;10;10;0;0;1;1
CORIANDRE VRAC 1KG;54513;1;MEAT_SPECIAL_HANDLING-33-13-A4-1;3;3;2;2;0;0;1;1
MPRO LIQ VAISS MACHINE 5L;847831;1;MEAT_SPECIAL_HANDLING-6-2-A2-5;8;8;7;7;0;0;1;1
FUT VIDE FELSGOLD 20L;180720;1;null;1;1;0;0;0;0;1;1
PAIN BURGER BIO* SESAME 4X6X80G MC;896266;1;MEAT_SPECIAL_HANDLING-23-14-A1-2,MEAT_SPECIAL_HANDLING-21-4-B1-1;43;43;42;42;0;0;1;1
AIL PELE MC 1KG CHINE;895334;1;MEAT_SPECIAL_HANDLING-21-7-A1-1;286;286;285;285;0;0;1;1
COEUR LONGE ALBACORE;854805;1;UNLOADING-1,DEEP_FROZEN-42-12-A4-9;39.63;39.63;38.48;38.48;0;0;1.1500000000000057;1.1500000000000057
POITRINE PORC 4F N1 AOS SV VPF;210046;1;MEAT_SPECIAL_HANDLING-20-8-A1-1;51.7;51.7;50.25;50.25;0;0;1.4500000000000028;1.4500000000000028
GIGOT AGNEAU RAC STD S/V NZ;225152;1;UNLOADING-1,DEEP_FROZEN-43-5-A3-2;21.96;21.96;20.45;20.45;0;0;1.5100000000000016;1.5100000000000016
GALETTES PDT 2KG ENV RUSTADOU;900032;1;MEAT_SPECIAL_HANDLING-22-19-A1-2;86.85;86.85;85.19;85.19;0;0;1.6599999999999966;1.6599999999999966
CHORIZO FORT CULAR 1.5KENV MC;636660;1;MEAT_SPECIAL_HANDLING-23-6-A1-3;116.24;116.24;114.57;114.57;0;0;1.6700000000000017;1.6700000000000017
CUISSE PLT LR JNE X10 MC;867062;1;MEAT_SPECIAL_HANDLING-26-8-A3-5;10.6;10.6;8.66;8.66;0;0;1.9399999999999995;1.9399999999999995
THE MENTHE BIO* 25SC KUSMI;155540;1;MEAT_SPECIAL_HANDLING-12-5-A2-4;20;20;18;18;0;0;2;2
FLT MERLU 5/800 A/P X2 P/ANE.MERLUCCIUS MERLUCC.;14198;1;FISH-54-7-A1-2;22;22;20;20;0;0;2;2
CANNELLONI BTE  250G BARILLA;677856;1;MEAT_SPECIAL_HANDLING-9-32-A1-5;57;57;55;55;0;0;2;2
PV VERT MC 3K C.90/110 C1 ESESPAGNE;714896;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-31-7-A1-4;11;11;9;9;0;0;2;2
CAROTTE POURPRE DEEP PURPLE 2K FRFRANCE;711274;1;null;2;2;0;0;0;0;2;2
PERLE FRAICHE JUS YUZU 6X260GR.NC;92771;1;FISH-51-1-A1-1;8;8;6;6;0;0;2;2
BASILIC THAI BOT MC 30GX2;703175;1;null;1;2;0;0;0;0;1;2
MINI PV DX PANACHEE 1.7K C2 FRFRANCE;711875;1;null;2;2;0;0;0;0;2;2
HUILE CUISINOR GID 5L;335889;1;MEAT_SPECIAL_HANDLING-8-28-B1-3,MEAT_SPECIAL_HANDLING-6-17-A1-1;168;168;166;166;0;0;2;2
TRANCHETTE SAUMON FUME 500G;252420;1;MEAT_SPECIAL_HANDLING-26-9-A1-1,MEAT_SPECIAL_HANDLING-26-18-A2-7;63;63;61;61;0;0;2;2
LEGUMES WOK 2.5KG METRO CHEF;144297;1;DEEP_FROZEN-42-14-A4-3;14;14;12;12;0;0;2;2
GRATTOIR MANCHE10LAMES-PLANCHA;334759;1;null;2;2;0;0;0;0;2;2
TARTARE CTX 3% VBF 180GX2 SKIN;167794;1;MEAT_SPECIAL_HANDLING-20-12-A1-3;44;44;42;42;0;0;2;2
ONDOLIVA SPE CUIS 5L;835278;1;MEAT_SPECIAL_HANDLING-7-14-A1-1,MEAT_SPECIAL_HANDLING-7-14-C1-1;22;22;20;20;0;0;2;2
OEUF 180 M PPA;897510;1;MEAT_SPECIAL_HANDLING-26-16-A2-4,MEAT_SPECIAL_HANDLING-26-19-B1-2;12;12;10;10;0;0;2;2
CARPACCIO BF   20*70G FR;258247;1;DEEP_FROZEN-43-1-A2-6;17;17;15;15;0;0;2;2
CHEF NAT LIQ FD VOLAILLE 1L;145304;1;null;2;2;0;0;0;0;2;2
TUBE CO2 10KG BICOLORE VIDE;135181;1;null;2;2;0;0;0;0;2;2
TR.CHEVRE IQF 500G 42MM/7G SOI;120399;1;DEEP_FROZEN-42-14-A2-7,DEEP_FROZEN-41-14-A1-3,UNLOADING-1;189;189;187;187;0;0;2;2
50 COUV BTE SALADE KRAFT GM;860112;1;MEAT_SPECIAL_HANDLING-6-31-C1-2,MEAT_SPECIAL_HANDLING-6-24-C1-3;151;151;149;149;0;0;2;2
BEURRE DX ROUL 1KG MC;141072;1;MEAT_SPECIAL_HANDLING-25-7-A2-6;62;62;60;60;0;0;2;2
COEUR COULANT CHOCO 100GX18 MC;393598;1;DEEP_FROZEN-40-7-A1-1,DEEP_FROZEN-43-11-B1-3;45;45;43;43;0;0;2;2
FISH CHIPS CABILLAUD 150/180G;163534;1;null;2;2;0;0;0;0;2;2
PULCO CITRON VERT 70CL VP;383036;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-2-1-B1-2,MEAT_SPECIAL_HANDLING-3-2-A1-3,MEAT_SPECIAL_HANDLING-5-25-C1-1;1039;1039;1037;1037;0;0;2;2
TOM RDE MC 6K C.67+ PAL56 C1 MAMAROC;761206;1;null;2;2;0;0;0;0;2;2
RIZ BASMATI 5 KG TEMPLE INDIEN;829938;1;IN-1,MEAT_SPECIAL_HANDLING-9-28-A2-3;19;19;17;17;0;0;2;2
FLEUR PENSEE MF  FRANCE    x 12FRANCE;761471;1;MEAT_SPECIAL_HANDLING-33-11-A1-1;15;15;13;13;0;0;2;2
HT CUI PL HAL SO SP 2.5K SATFR;869512;1;MEAT_SPECIAL_HANDLING-23-21-A1-4;12;12;10;10;0;0;2;2
9993. ORANGINA 39X25CL VIDE;226889;1;null;2;2;0;0;0;0;2;2
CONSIGNE VIDE   FUT 6L+CAISSE;226712;1;null;2;2;0;0;0;0;2;2
CAISSE COCA 6X100CL VIDE;179986;1;null;2;2;0;0;0;0;2;2
MC SAUCE TERIYAKI  1L;651310;1;MEAT_SPECIAL_HANDLING-6-31-A1-3;30;30;28;28;0;0;2;2
TWISTER AVEC PEAU 2.5KG;896368;1;DEEP_FROZEN-40-5-A1-1,DEEP_FROZEN-41-3-B1-3,UNLOADING-1,DEEP_FROZEN-43-11-B1-4,DEEP_FROZEN-43-5-B1-2;225;225;223;223;0;0;2;2
FRAMBOISE 125G BQ12 C1 MAMAROC;711287;1;null;2;2;0;0;0;0;2;2
MPRO 3X50 SAC CONGEL GM 6L;810369;1;MEAT_SPECIAL_HANDLING-7-33-A4-5;55;55;53;53;0;0;2;2
CONSIGNE TUBE  CO  10KG VIDE;226976;1;null;2;2;0;0;0;0;2;2
CUISSE CND A CONF IGP*2 MDD SV;678879;1;MEAT_SPECIAL_HANDLING-25-7-A3-1;6.88;6.88;4.69;4.69;0;0;2.1899999999999995;2.1899999999999995
RIS DE VEAU DE GORGE S/V;849464;1;DEEP_FROZEN-43-12-A4-5;9.21;9.21;7.02;7.02;0;0;2.1900000000000013;2.1900000000000013
TOMME GRISE 2KG ENV MC;897045;1;MEAT_SPECIAL_HANDLING-26-19-A3-4;4.59;4.59;2.38;2.38;0;0;2.21;2.21
GRANA.P AOP 10M BLC 1KG ENV MC;665708;1;MEAT_SPECIAL_HANDLING-26-16-A2-6,UNLOADING-1;86.61;86.61;84.27;84.27;0;0;2.3400000000000034;2.3400000000000034
BOEUF FUME 4 EPIC 1.7KGENV HAL;829636;1;MEAT_SPECIAL_HANDLING-26-2-A3-4,MEAT_SPECIAL_HANDLING-22-14-A1-2;121.06;121.06;118.63;118.63;0;0;2.430000000000007;2.430000000000007
BRIE 60% 3KG ENV MC;687429;1;MEAT_SPECIAL_HANDLING-21-4-B1-4,MEAT_SPECIAL_HANDLING-23-21-A1-2;210.37;210.37;207.75;207.75;0;0;2.6200000000000045;2.6200000000000045
VENTRECHE PLATE1/2BIGOURDANE;627744;1;MEAT_SPECIAL_HANDLING-26-17-A4-4;9.39;9.39;6.53;6.53;0;0;2.8600000000000003;2.8600000000000003
ROTI ECHINE SOS PORC VPF SV MC;894438;1;MEAT_SPECIAL_HANDLING-26-4-A1-5,MEAT_SPECIAL_HANDLING-25-8-A2-4;123.16;123.16;120.25;120.25;0;0;2.9099999999999966;2.9099999999999966
BRIOCHE TROPEZIENNE 650G 8/10;255272;1;UNLOADING-1,DEEP_FROZEN-43-10-A2-4;28;28;25;25;0;0;3;3
TOMATES POLPA   PEZZI 5/1 MUT.;834836;1;MEAT_SPECIAL_HANDLING-11-25-A3-2,MEAT_SPECIAL_HANDLING-10-33-A3-2;36;36;33;33;0;0;3;3
FEUILLE BRICK  JRX10  170G;829939;1;MEAT_SPECIAL_HANDLING-23-11-A1-3;221;221;218;218;0;0;3;3
MC CORNIC TRES FIN 120/149 5/1;834979;1;MEAT_SPECIAL_HANDLING-10-30-A3-3;13;13;10;10;0;0;3;3
OEUF CABILLAUD FUME 200GX5P P/ANE.GADUS MORHUA;709611;1;null;3;3;0;0;0;0;3;3
TORTILLAS 20CMX8 320G MC;673000;1;MEAT_SPECIAL_HANDLING-23-3-A1-2;156;156;153;153;0;0;3;3
SAUCE PIZZA 5/1 AROMAT. MUTTI;834843;1;MEAT_SPECIAL_HANDLING-6-20-B1-2,MEAT_SPECIAL_HANDLING-6-21-C1-2,INSPECTION-3,MEAT_SPECIAL_HANDLING-6-28-C1-3,MEAT_SPECIAL_HANDLING-7-7-C1-1,MEAT_SPECIAL_HANDLING-8-36-A1-3;481;481;478;478;0;0;3;3
MINICUP MACADAMIA 4X95ML;836838;1;DEEP_FROZEN-43-1-A3-6;24;24;21;21;0;0;3;3
SANGRIA DRINK  RGE 7% 10L ESP;856976;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-8-18-A3-4,MEAT_SPECIAL_HANDLING-8-25-B1-1;51;51;48;48;0;0;3;3
CITR NT VERNA MC 1.5K C.5 BOX50 C1 ESESPAGNE;762945;1;MEAT_SPECIAL_HANDLING-32-7-A1-1,IN-1;47;47;44;44;0;0;3;3
FRAISE 500G BQ10 C1 ESESPAGNE;51350;1;null;3;3;0;0;0;0;3;3
MINI BURGER FOIE GRAS X20;126819;1;DEEP_FROZEN-43-2-A2-1;10;10;7;7;0;0;3;3
Q.CREVET 13/15 EZ PEELED MC;166118;1;DEEP_FROZEN-43-7-A1-2,UNLOADING-1;26;26;23;23;0;0;3;3
CHAIR DE CRABE BLOC 380G;636694;1;DEEP_FROZEN-42-2-A4-4;37;37;34;34;0;0;3;3
DOONYS FOURRES CACOANUT 69GX12;894379;1;DEEP_FROZEN-43-4-A2-1,IN-1;15;15;12;12;0;0;3;3
BULOT CUIT S/G PASTEURISE X3 P/ANE.BUCCINUM UNDATUM;17220;1;null;3;3;0;0;0;0;3;3
GRAINES DE CHIA 500G;395817;1;MEAT_SPECIAL_HANDLING-9-26-A2-1;6;6;3;3;0;0;3;3
SAUCE TARTARE   3L VLEMINCKX;834854;1;MEAT_SPECIAL_HANDLING-10-21-A2-4;6;6;3;3;0;0;3;3
MARTINI FLOREALE 75CL;856665;1;null;3;3;0;0;0;0;3;3
