Article Name,Article number (MGB),Var,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
*FARINE BLE T 55 1KG ARO,835170,1,"MEAT_SPECIAL_HANDLING-9-12-B1-3,MEAT_SPECIAL_HANDLING-9-8-C1-1,MEAT_SPECIAL_HANDLING-9-12-B1-2,MEAT_SPECIAL_HANDLING-9-8-B1-3,MEAT_SPECIAL_HANDLING-6-33-A1-2",352,3520,435,4350,0,0,-83,-830
EMMENTAL RAPE 1KG VALMARTIN,847756,1,"MEAT_SPECIAL_HANDLING-22-5-A1-2,MEAT_SPECIAL_HANDLING-22-22-A1-1,MEAT_SPECIAL_HANDLING-22-5-B1-1",260,260,906,906,0,0,-646,-646
ROCHE DES ECRINS PET 50CL,397104,1,"MEAT_SPECIAL_HANDLING-3-27-B1-2,MEAT_SPECIAL_HANDLING-3-27-A1-3,MEAT_SPECIAL_HANDLING-3-31-A1-2,MEAT_SPECIAL_HANDLING-3-31-B1-1,MEAT_SPECIAL_HANDLING-3-10-C1-1,MEAT_SPECIAL_HANDLING-4-4-B1-1",325,7800,351,8424,0,0,-26,-624
VOLVIC 6X50CL 100% RPET,862826,1,"MEAT_SPECIAL_HANDLING-1-15-C1-1,MEAT_SPECIAL_HANDLING-4-19-C1-1,MEAT_SPECIAL_HANDLING-3-14-A1-1,MEAT_SPECIAL_HANDLING-3-11-A1-1,MEAT_SPECIAL_HANDLING-3-16-C1-2,MEAT_SPECIAL_HANDLING-3-12-C1-2,MEAT_SPECIAL_HANDLING-4-19-C1-2,MEAT_SPECIAL_HANDLING-4-20-B1-1,MEAT_SPECIAL_HANDLING-4-18-B1-1,MEAT_SPECIAL_HANDLING-3-16-C1-1,MEAT_SPECIAL_HANDLING-12-27-C1-1",624,2496,768,3072,0,0,-144,-576
LIMONADE STEFF 1.5L,396764,1,"MEAT_SPECIAL_HANDLING-4-2-C1-3,MEAT_SPECIAL_HANDLING-3-3-B1-1,MEAT_SPECIAL_HANDLING-3-25-C1-1,MEAT_SPECIAL_HANDLING-1-27-B1-2,MEAT_SPECIAL_HANDLING-3-10-A1-2",244,1464,328,1968,0,0,-84,-504
BOUCHEES CAMEMBERT 1KG LBWSTON,897181,1,"DEEP_FROZEN-40-13-B1-1,DEEP_FROZEN-43-3-B1-2,DEEP_FROZEN-43-3-A2-6,DEEP_FROZEN-43-11-A2-3",23,23,509,509,0,0,-486,-486
BEURRE DX PLQ 500G METRO CHEF,886562,1,"MEAT_SPECIAL_HANDLING-21-2-A1-1,MEAT_SPECIAL_HANDLING-23-20-A1-1,MEAT_SPECIAL_HANDLING-23-10-A1-1,MEAT_SPECIAL_HANDLING-20-5-B1-1",2872,2872,2600,3151,0,0,272,-279
ARO 400 SERV 29X29 1P BLANC,892283,1,"MEAT_SPECIAL_HANDLING-6-23-B1-2,MEAT_SPECIAL_HANDLING-6-25-A1-3,MEAT_SPECIAL_HANDLING-8-6-B1-2",686,686,854,854,0,0,-168,-168
POIVRONS LANIERE 3/1 DEL PIQ,240669,1,"MEAT_SPECIAL_HANDLING-7-18-A1-1,MEAT_SPECIAL_HANDLING-8-8-C1-2,MEAT_SPECIAL_HANDLING-8-30-C1-2",118,118,268,268,0,0,-150,-150
COEUR TT PAD 4KG+ UE,688773,1,MEAT_SPECIAL_HANDLING-21-15-A1-3,145.99,145.99,283.76,283.76,0,0,-137.76999999999998,-137.76999999999998
"LIPTON PECHE 1,25L PET",887389,1,"MEAT_SPECIAL_HANDLING-3-27-A1-1,MEAT_SPECIAL_HANDLING-3-15-C1-3,MEAT_SPECIAL_HANDLING-3-12-C1-3",162,972,183,1098,0,0,-21,-126
02 CONSIGNE PALETTE EUROPE,893404,1,null,-119,-119,0,0,0,0,-119,-119
LESIEUR MAYO HAUTE FERMETE 5L,834802,1,"INSPECTION-3,MEAT_SPECIAL_HANDLING-8-8-C1-3,MEAT_SPECIAL_HANDLING-8-32-C1-3,MEAT_SPECIAL_HANDLING-6-26-A1-3",78,78,187,187,0,0,-109,-109
"*CACAHUETE SALE 1,5KG MC",840838,1,"MEAT_SPECIAL_HANDLING-7-29-A1-5,MEAT_SPECIAL_HANDLING-6-36-B1-1,MEAT_SPECIAL_HANDLING-6-26-B1-2,MEAT_SPECIAL_HANDLING-6-36-A1-1",493,493,601,601,0,0,-108,-108
"CUISSE CANARD CONF X6 1,3KG MC",163550,1,"MEAT_SPECIAL_HANDLING-26-8-B1-3,MEAT_SPECIAL_HANDLING-20-16-B1-1,MEAT_SPECIAL_HANDLING-24-4-B1-3,MEAT_SPECIAL_HANDLING-26-17-B1-1,MEAT_SPECIAL_HANDLING-23-1-B1-2,MEAT_SPECIAL_HANDLING-20-16-A1-3",489,489,586,586,0,0,-97,-97
AEROSOL SUCREE 250ML WHIPPY,829930,1,MEAT_SPECIAL_HANDLING-22-10-A1-4,280,280,376,376,0,0,-96,-96
WINGS PLT CRUNCHY HAL 1KG,844174,1,DEEP_FROZEN-41-10-A1-4,-31,-31,49,49,0,0,-80,-80
CRISTAL SAC 20KG ARO,825154,1,"MEAT_SPECIAL_HANDLING-7-1-B1-2,MEAT_SPECIAL_HANDLING-7-1-C1-2,MEAT_SPECIAL_HANDLING-6-28-A1-3,MEAT_SPECIAL_HANDLING-6-18-B1-3,MEAT_SPECIAL_HANDLING-6-18-C1-1,MEAT_SPECIAL_HANDLING-6-18-C1-2,MEAT_SPECIAL_HANDLING-6-15-C1-1,MEAT_SPECIAL_HANDLING-6-9-C1-3,MEAT_SPECIAL_HANDLING-8-6-B1-3,MEAT_SPECIAL_HANDLING-8-6-C1-3,MEAT_SPECIAL_HANDLING-6-18-C1-3",193,193,267,267,0,0,-74,-74
300 ETIQ DLC 70X45MM,181379,1,"MEAT_SPECIAL_HANDLING-12-36-B1-1,MEAT_SPECIAL_HANDLING-12-36-A1-1",178,178,241,241,0,0,-63,-63
TOM RDE MC 6K C.67+ PAL56 C1 FR FRANCE,761865,1,"MEAT_SPECIAL_HANDLING-32-8-A1-1,MEAT_SPECIAL_HANDLING-32-8-A1-4,MEAT_SPECIAL_HANDLING-30-7-A1-2",127,127,185,185,0,0,-58,-58
"ST NECT LAIT AOP 1,5KGENV CLOU",829245,1,MEAT_SPECIAL_HANDLING-22-21-A1-2,71.57,71.57,127.94,127.94,0,0,-56.370000000000005,-56.370000000000005
MC RIZ LG GRAIN ETUVE 5KG,891870,1,"MEAT_SPECIAL_HANDLING-6-33-C1-1,MEAT_SPECIAL_HANDLING-9-6-A4-3,MEAT_SPECIAL_HANDLING-9-2-C1-3,MEAT_SPECIAL_HANDLING-9-14-C1-1",44,44,99,99,0,0,-55,-55
PIMENT XTRA PAYBASQ SUD 1.8KG,233647,1,"MEAT_SPECIAL_HANDLING-7-31-C1-3,MEAT_SPECIAL_HANDLING-8-30-B1-2,MEAT_SPECIAL_HANDLING-8-32-B1-2,MEAT_SPECIAL_HANDLING-7-31-A1-5",272,272,326,326,0,0,-54,-54
*TAHINA CREME SESAME POT 454G,162008,1,"MEAT_SPECIAL_HANDLING-8-2-A3-4,MEAT_SPECIAL_HANDLING-8-4-B1-1",42,42,95,95,0,0,-53,-53
FRAIS MINIMUM DE COMMANDE,835296,1,null,-51,-51,0,0,0,0,-51,-51
HUILE CUISINOR BIDON 20L,335272,1,"MEAT_SPECIAL_HANDLING-6-34-A1-1,MEAT_SPECIAL_HANDLING-6-28-B1-2,MEAT_SPECIAL_HANDLING-6-28-C1-1,MEAT_SPECIAL_HANDLING-6-19-C1-1,MEAT_SPECIAL_HANDLING-6-20-B1-1",136,136,174,174,0,0,-38,-38
PULCO CITRONNADE SLIM 33CL,881488,1,"IN-1,MEAT_SPECIAL_HANDLING-3-5-A1-2",117,1404,120,1440,0,0,-3,-36
CHAMP MUMM 75CL ROSE,866570,1,MEAT_SPECIAL_HANDLING-8-25-A1-2,0,0,6,36,0,0,-6,-36
MX A ROMET 75CL BLC MET TRAD,857110,1,"MEAT_SPECIAL_HANDLING-8-33-A1-2,MEAT_SPECIAL_HANDLING-9-27-B1-1",30,180,36,216,0,0,-6,-36
GRANINI LITCHI 25CL,397319,1,"MEAT_SPECIAL_HANDLING-3-6-A1-1,MEAT_SPECIAL_HANDLING-5-31-A2-2",10,120,13,156,0,0,-3,-36
"BREWDOG PUNK 0,49D 33CL VP",857830,1,MEAT_SPECIAL_HANDLING-4-11-A1-3,7,84,10,120,0,0,-3,-36
MPRO NETT MU JAVEL 750ML,812927,1,"MEAT_SPECIAL_HANDLING-2-6-A1-1,MEAT_SPECIAL_HANDLING-2-2-A2-5",91,91,127,127,0,0,-36,-36
CHINON RGE GRANG 75C AOC,807648,1,"MEAT_SPECIAL_HANDLING-8-29-A3-1,MEAT_SPECIAL_HANDLING-8-27-B1-1",12,72,18,108,0,0,-6,-36
KELLOGG'S CORN FLAKES 500G,868477,1,MEAT_SPECIAL_HANDLING-6-19-A1-3,45,45,78,78,0,0,-33,-33
NEM POULET 33G X50 1.65KG,888663,1,DEEP_FROZEN-40-10-A1-1,33,33,64,64,0,0,-31,-31
"MC SPECULOOS CONCASSE 1,1KG",812932,1,"MEAT_SPECIAL_HANDLING-8-2-B1-3,MEAT_SPECIAL_HANDLING-7-2-A1-2",104,104,135,135,0,0,-31,-31
ARO ABC ORANGE BRICK 1L,839581,1,null,-5,-30,0,0,0,0,-5,-30
MIEL FLEUR SQUEEZ 500G LDM,840427,1,MEAT_SPECIAL_HANDLING-7-5-A1-2,303,303,331,331,0,0,-28,-28
"FLT SAUM 1,9/2,3 MCF X20 EL/NO S/V.SALMO SALAR",708119,1,"CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1,FISH-55-4-A1-1",60.75,60.75,53.94,53.94,31.04,31.04,-24.22999999999999,-24.22999999999999
HEINZ DOS MAYONNAISE 10MLX200,163051,1,"MEAT_SPECIAL_HANDLING-11-25-B1-2,MEAT_SPECIAL_HANDLING-11-6-A4-1,MEAT_SPECIAL_HANDLING-11-3-B1-1,MEAT_SPECIAL_HANDLING-11-3-A3-2",23,23,47,47,0,0,-24,-24
SIROP RIOBA CITRON RIOR 1L,319034,1,MEAT_SPECIAL_HANDLING-5-25-A2-1,15,15,39,39,0,0,-24,-24
OGEUX MINERAL GAZ 1.25L PET,396840,1,"MEAT_SPECIAL_HANDLING-4-4-A2-3,MEAT_SPECIAL_HANDLING-1-7-B1-1",108,648,112,672,0,0,-4,-24
"TORTILLAS 30CMX18 1,6KG MC",829909,1,"MEAT_SPECIAL_HANDLING-22-11-A1-2,MEAT_SPECIAL_HANDLING-26-8-B1-4",119,119,143,143,0,0,-24,-24
FUZETEA MENTH/CITRON VERT 33CL,857386,1,"MEAT_SPECIAL_HANDLING-1-10-A1-1,MEAT_SPECIAL_HANDLING-3-7-B1-3,IN-1",115,2760,116,2784,0,0,-1,-24
WHISKY BALLANTINE 40D 70CL,387283,1,"UNLOADING-1,MEAT_SPECIAL_HANDLING-8-7-A3-4,MEAT_SPECIAL_HANDLING-9-23-A4-3",41,41,65,65,0,0,-24,-24
FANTA CITRON BTE SLIM 33CL,396680,1,"MEAT_SPECIAL_HANDLING-3-1-A1-2,IN-1,MEAT_SPECIAL_HANDLING-3-1-B1-1,MEAT_SPECIAL_HANDLING-1-22-C1-2",178,4272,179,4296,0,0,-1,-24
LIPTON PASTEQ MENT SLEEK 33CL,859425,1,"IN-1,MEAT_SPECIAL_HANDLING-5-27-B1-2,MEAT_SPECIAL_HANDLING-1-18-C1-2,MEAT_SPECIAL_HANDLING-1-20-A1-2,MEAT_SPECIAL_HANDLING-1-12-C1-3",115,2760,116,2784,0,0,-1,-24
COCA SANS SUCRES 33CL,396657,1,"MEAT_SPECIAL_HANDLING-3-8-B1-2,MEAT_SPECIAL_HANDLING-2-3-A1-1,MEAT_SPECIAL_HANDLING-3-9-B1-1,MEAT_SPECIAL_HANDLING-2-7-B1-1,MEAT_SPECIAL_HANDLING-2-25-B1-1,MEAT_SPECIAL_HANDLING-2-19-A1-1,MEAT_SPECIAL_HANDLING-1-1-A1-2,MEAT_SPECIAL_HANDLING-3-8-C1-1",881,21144,882,21168,0,0,-1,-24
SCHWEPPES AGRUM SLIM 33CL,396252,1,"MEAT_SPECIAL_HANDLING-3-5-A1-1,MEAT_SPECIAL_HANDLING-4-15-C1-4",192,4608,193,4632,0,0,-1,-24
CAPRE SURFINE 105ML VITALYS,839590,1,"MEAT_SPECIAL_HANDLING-10-1-A1-5,MEAT_SPECIAL_HANDLING-6-13-A3-4",4,24,8,48,0,0,-4,-24
EMIN GAZ VALS.33CL  VP,396440,1,"MEAT_SPECIAL_HANDLING-5-31-A2-3,MEAT_SPECIAL_HANDLING-2-32-A1-1",10,240,11,264,0,0,-1,-24
HAWAI TROPICAL BOITE 33CL,397230,1,"MEAT_SPECIAL_HANDLING-2-22-A1-1,IN-1",40,960,41,984,0,0,-1,-24
LIPTON PECHE BTE 33CL SLIM,839230,1,"MEAT_SPECIAL_HANDLING-3-7-C1-1,MEAT_SPECIAL_HANDLING-2-30-A1-1,MEAT_SPECIAL_HANDLING-3-35-B1-3,MEAT_SPECIAL_HANDLING-5-27-C1-1,MEAT_SPECIAL_HANDLING-4-15-C1-2,MEAT_SPECIAL_HANDLING-12-23-C1-1,MEAT_SPECIAL_HANDLING-5-21-C1-1",600,14400,601,14424,0,0,-1,-24
FANTA MANG/FR DRAG BTE 33CL,839048,1,"MEAT_SPECIAL_HANDLING-5-25-C1-2,MEAT_SPECIAL_HANDLING-2-9-A1-3,MEAT_SPECIAL_HANDLING-2-9-B1-1",161,3864,162,3888,0,0,-1,-24
VITTEL ARO CIT/CIT VT 50CL,841231,1,"MEAT_SPECIAL_HANDLING-3-19-B1-1,MEAT_SPECIAL_HANDLING-3-17-A1-2,MEAT_SPECIAL_HANDLING-3-19-A1-1,MEAT_SPECIAL_HANDLING-1-33-C1-2",103,2472,104,2496,0,0,-1,-24
SUPER BOCK 5.2D 33CL,863882,1,MEAT_SPECIAL_HANDLING-3-9-A1-3,16,384,17,408,0,0,-1,-24
CRISTALINE FRAISE 50 CL,827026,1,MEAT_SPECIAL_HANDLING-3-25-A1-1,17,408,18,432,0,0,-1,-24
SAN PELL LIMONATA BTE 33CL,396414,1,"UNLOADING-1,MEAT_SPECIAL_HANDLING-1-12-B1-1,MEAT_SPECIAL_HANDLING-2-7-A1-3,MEAT_SPECIAL_HANDLING-1-20-C1-1",80,1920,81,1944,0,0,-1,-24
JEX PRO DECAPANT FOUR 1L,876110,1,MEAT_SPECIAL_HANDLING-6-1-A1-3,21,21,45,45,0,0,-24,-24
COTEAUX VAROIS ROSE 75CL,809144,1,"MEAT_SPECIAL_HANDLING-8-29-A4-2,MEAT_SPECIAL_HANDLING-8-1-B1-1,MEAT_SPECIAL_HANDLING-8-5-C1-2",38,228,42,252,0,0,-4,-24
MC AMANDE BRUTE 23/25 1KG,889451,1,"MEAT_SPECIAL_HANDLING-10-35-A3-1,MEAT_SPECIAL_HANDLING-10-28-C1-2",44,44,67,67,0,0,-23,-23
CIBOULETTE BOTTE  MC 20gr,31277,1,MEAT_SPECIAL_HANDLING-33-8-A3-1,77,385,81,405,0,0,-4,-20
POUILLY FUME MIL BLANCH 75CL,810235,1,"MEAT_SPECIAL_HANDLING-9-27-A3-3,MEAT_SPECIAL_HANDLING-9-27-A3-2,MEAT_SPECIAL_HANDLING-9-29-A1-3",20,120,40,140,0,0,-20,-20
MPRO FOURCHET BOIS 16 CM,893243,1,"MEAT_SPECIAL_HANDLING-6-25-C1-1,MEAT_SPECIAL_HANDLING-7-23-A2-5",755,755,775,775,0,0,-20,-20
PREPA CREM BRULEE 1L PRESIDENT,207277,1,MEAT_SPECIAL_HANDLING-25-22-A1-1,206,206,226,226,0,0,-20,-20
SAN PELL 50CL  VC,397424,1,MEAT_SPECIAL_HANDLING-1-19-A1-2,10,200,11,220,0,0,-1,-20
CHATEAU CHALON JAUNE MDV 62CL,833784,1,"MEAT_SPECIAL_HANDLING-9-27-A1-2,MEAT_SPECIAL_HANDLING-8-35-A3-1,MEAT_SPECIAL_HANDLING-9-29-A3-1",10,10,10,30,0,0,0,-20
"MPRO 5 PLAT OVAL ALU 43X28,6CM",896013,1,"MEAT_SPECIAL_HANDLING-7-6-A1-1,MEAT_SPECIAL_HANDLING-5-4-B1-1",20,20,40,40,0,0,-20,-20
FEVES DE SOJA 1KG METRO CHEF,866683,1,"DEEP_FROZEN-43-14-B1-4,DEEP_FROZEN-43-7-B1-4,DEEP_FROZEN-40-5-B1-3,DEEP_FROZEN-40-9-A1-3",802,802,821,821,0,0,-19,-19
ORANGINA JAUN 1.5L,397662,1,"MEAT_SPECIAL_HANDLING-3-13-A1-1,MEAT_SPECIAL_HANDLING-1-35-C1-1,MEAT_SPECIAL_HANDLING-3-11-C1-2,MEAT_SPECIAL_HANDLING-1-19-C1-1",249,1494,252,1512,0,0,-3,-18
SUCRE PDR ETUI BV 1KG ROCHAMB,839757,1,MEAT_SPECIAL_HANDLING-10-29-C1-2,33,198,36,216,0,0,-3,-18
BADOIT VERT 1L PET,397304,1,MEAT_SPECIAL_HANDLING-3-14-A1-3,32,192,35,210,0,0,-3,-18
ABATILLE GAZ 50CL  PET,396843,1,"MEAT_SPECIAL_HANDLING-4-4-C1-1,MEAT_SPECIAL_HANDLING-3-19-A1-2",396,2376,399,2394,0,0,-3,-18
VDF BLC PREJUGES 75CL,888227,1,"MEAT_SPECIAL_HANDLING-8-22-B1-3,MEAT_SPECIAL_HANDLING-9-13-A1-1",24,144,27,162,0,0,-3,-18
SC CARAMEL LAIT 1KG SWEETIES,682351,1,MEAT_SPECIAL_HANDLING-10-32-A3-2,55,55,73,73,0,0,-18,-18
POIREAU BOTTE 1K PC10 C1 FRFRANCE,93412,1,MEAT_SPECIAL_HANDLING-32-9-A4-4,26,26,44,44,0,0,-18,-18
FLOCON AVOINE COMPLET BIO*900G,892970,1,MEAT_SPECIAL_HANDLING-11-14-A3-3,14,14,31,31,0,0,-17,-17
"STNECTLAIT AOP PAIL 1,8KGENMDF",145018,1,MEAT_SPECIAL_HANDLING-22-13-A1-2,77.87,77.87,93.92,93.92,0,0,-16.049999999999997,-16.049999999999997
ARO OREIL. PECHE SIROP LG 5/1,177737,1,"MEAT_SPECIAL_HANDLING-9-10-A4-5,MEAT_SPECIAL_HANDLING-11-13-C1-2",13,13,29,29,0,0,-16,-16
HEINEKEN PACK 5D 20X25CL VP,397027,1,"MEAT_SPECIAL_HANDLING-2-11-A1-2,MEAT_SPECIAL_HANDLING-4-1-C1-3",12,12,28,28,0,0,-16,-16
SAL FDC RGE MC PC8 C1 FRFRANCE,30605,1,"IN-1,MEAT_SPECIAL_HANDLING-30-13-A1-2",11,88,13,104,0,0,-2,-16
MC 120 CORNET GLACE 63X170MM,893517,1,"MEAT_SPECIAL_HANDLING-12-6-B1-1,MEAT_SPECIAL_HANDLING-7-15-C1-2,INSPECTION-1",23,23,39,39,0,0,-16,-16
GIGOT AGNEAU S/OS S/V NZ,820490,1,MEAT_SPECIAL_HANDLING-22-22-A1-2,102.05,102.05,117.36,117.36,0,0,-15.310000000000002,-15.310000000000002
MPRO BOBINE 2P 450F X6,892266,1,"MEAT_SPECIAL_HANDLING-6-25-A1-1,MEAT_SPECIAL_HANDLING-8-28-B1-2,MEAT_SPECIAL_HANDLING-8-28-B1-1,MEAT_SPECIAL_HANDLING-6-26-B1-1,MEAT_SPECIAL_HANDLING-6-5-B1-3,MEAT_SPECIAL_HANDLING-6-21-A1-1,MEAT_SPECIAL_HANDLING-6-22-C1-1",257,257,272,272,0,0,-15,-15
CHOCO COUV EXCEL55%PIST SCH5KG,174189,1,"MEAT_SPECIAL_HANDLING-6-23-C1-3,MEAT_SPECIAL_HANDLING-5-17-A1-2",31,31,46,46,0,0,-15,-15
CASSONADE 100% PURE CANNE 5KG,840896,1,MEAT_SPECIAL_HANDLING-6-29-A1-1,50,50,63,63,0,0,-13,-13
"BRIQUE BREBIS 2,2KG ENV MC",885824,1,MEAT_SPECIAL_HANDLING-25-3-A4-8,70.73,70.73,83.01,83.01,0,0,-12.280000000000001,-12.280000000000001
ORANGINA 50CL PET,396951,1,"MEAT_SPECIAL_HANDLING-3-3-B1-2,MEAT_SPECIAL_HANDLING-1-31-C1-1,MEAT_SPECIAL_HANDLING-1-25-C1-1,MEAT_SPECIAL_HANDLING-12-21-C1-3,MEAT_SPECIAL_HANDLING-12-25-C1-1,MEAT_SPECIAL_HANDLING-4-14-B1-1,MEAT_SPECIAL_HANDLING-3-31-A1-1,MEAT_SPECIAL_HANDLING-3-11-B1-2,MEAT_SPECIAL_HANDLING-4-2-C1-2,INSPECTION-3,MEAT_SPECIAL_HANDLING-12-25-C1-2,MEAT_SPECIAL_HANDLING-2-30-B1-1,MEAT_SPECIAL_HANDLING-12-25-B1-1",1198,14376,1199,14388,0,0,-1,-12
50 BOL SALADE CARTON NR 750ML,867024,1,"MEAT_SPECIAL_HANDLING-12-11-B1-1,MEAT_SPECIAL_HANDLING-12-7-C1-3,MEAT_SPECIAL_HANDLING-12-9-B1-1,MEAT_SPECIAL_HANDLING-12-9-A1-1",31,31,43,43,0,0,-12,-12
FANTA ORANGE PET 50CL,396685,1,"MEAT_SPECIAL_HANDLING-4-24-A1-1,MEAT_SPECIAL_HANDLING-3-16-A1-3",93,1116,94,1128,0,0,-1,-12
OEUF POCHE SS VIDE X16,829839,1,"MEAT_SPECIAL_HANDLING-25-8-B1-2,MEAT_SPECIAL_HANDLING-23-9-A1-3",159,159,171,171,0,0,-12,-12
CH VIGNOL RSE BD*75CL AOP,807365,1,"MEAT_SPECIAL_HANDLING-8-3-A4-2,MEAT_SPECIAL_HANDLING-8-24-A4-2",2,12,4,24,0,0,-2,-12
COLONA MAYO SQ GM 830G,839890,1,"MEAT_SPECIAL_HANDLING-7-27-A3-2,MEAT_SPECIAL_HANDLING-7-29-A1-1",46,46,58,58,0,0,-12,-12
RIOBA NECTAR POIRE 25CL VP,894322,1,MEAT_SPECIAL_HANDLING-2-20-A1-2,6,72,7,84,0,0,-1,-12
HOVE ILIADA PDO KALAMATA 1L,223885,1,MEAT_SPECIAL_HANDLING-10-11-A4-5,12,12,24,24,0,0,-12,-12
"FELSGOLD BLANCHE 4,5D 33CL VP",881866,1,"MEAT_SPECIAL_HANDLING-5-31-A1-3,MEAT_SPECIAL_HANDLING-2-36-A1-2",14,168,15,180,0,0,-1,-12
50 BTE SALADE CARTON NR 1300ML,867048,1,"MEAT_SPECIAL_HANDLING-12-14-C1-3,MEAT_SPECIAL_HANDLING-12-14-C1-1",17,17,29,29,0,0,-12,-12
CHARITEA THE VERT BIO* 33CL VP,868175,1,MEAT_SPECIAL_HANDLING-5-23-A1-5,8,96,9,108,0,0,-1,-12
ROCH POIS CHICHE 4/4,835338,1,"MEAT_SPECIAL_HANDLING-9-4-B1-1,MEAT_SPECIAL_HANDLING-9-16-B1-2,MEAT_SPECIAL_HANDLING-7-15-A1-3",30,180,32,192,0,0,-2,-12
ITA BLC BORGOBRUNO 75CL,836608,1,"MEAT_SPECIAL_HANDLING-8-21-A2-2,MEAT_SPECIAL_HANDLING-8-18-A2-4",12,72,14,84,0,0,-2,-12
LIQ APERITIVO MB 15D 70CL,894708,1,"MEAT_SPECIAL_HANDLING-9-17-A4-3,MEAT_SPECIAL_HANDLING-9-35-A1-5",12,12,24,24,0,0,-12,-12
ROCHAMBEAU ANANAS MORC.3/4,807420,1,MEAT_SPECIAL_HANDLING-6-9-A4-1,28,168,30,180,0,0,-2,-12
TRIPLE KARMELIET 8.4D 33CL,396434,1,MEAT_SPECIAL_HANDLING-4-9-A1-3,6,72,7,84,0,0,-1,-12
PERONI NASTRO AZZURRO 5D 33CL,883740,1,MEAT_SPECIAL_HANDLING-4-9-A3-1,8,96,9,108,0,0,-1,-12
ROCAMADOUR AOP LC 35G MDF,829690,1,MEAT_SPECIAL_HANDLING-26-19-A3-5,4,48,5,60,0,0,-1,-12
ABATILLE PLATE 50CL  PET,397279,1,"MEAT_SPECIAL_HANDLING-3-29-A1-1,MEAT_SPECIAL_HANDLING-3-14-B1-1,MEAT_SPECIAL_HANDLING-3-11-B1-1",518,3108,520,3120,0,0,-2,-12
MC ARTICH QUART BOCAL 1700ML,860535,1,"MEAT_SPECIAL_HANDLING-11-12-A3-1,MEAT_SPECIAL_HANDLING-12-2-A4-5",13,13,25,25,0,0,-12,-12
MONSTER MANGO LOCO BOITE 50CL,839025,1,"MEAT_SPECIAL_HANDLING-4-7-A4-4,INSPECTION-3,MEAT_SPECIAL_HANDLING-5-31-A4-3,IN-1",44,528,45,540,0,0,-1,-12
ARO SEL FIN SAC 1KG,835217,1,"MEAT_SPECIAL_HANDLING-11-23-A4-1,MEAT_SPECIAL_HANDLING-9-12-C1-1",50,600,51,612,0,0,-1,-12
BURGER BRIOCHE 6X77G MC,900800,1,"MEAT_SPECIAL_HANDLING-26-13-B1-2,MEAT_SPECIAL_HANDLING-22-18-A1-4,MEAT_SPECIAL_HANDLING-24-21-A1-2,MEAT_SPECIAL_HANDLING-20-6-B1-2",392,392,404,404,0,0,-12,-12
ALLUMEUR ELECT RECHARG FLEX,896786,1,"MEAT_SPECIAL_HANDLING-4-23-B1-1,MEAT_SPECIAL_HANDLING-5-18-A1-1",8,8,20,20,0,0,-12,-12
MPRO 100BT PET FOUR BLC14X10X5,387595,1,MEAT_SPECIAL_HANDLING-12-13-A2-2,30,30,42,42,0,0,-12,-12
METRO CHEF TOPPING CARAMEL 1KG,176473,1,MEAT_SPECIAL_HANDLING-10-26-A1-3,19,19,31,31,0,0,-12,-12
MPRO 50 BOL SALADE KRAFT 750ML,895588,1,"MEAT_SPECIAL_HANDLING-12-8-A1-3,MEAT_SPECIAL_HANDLING-12-9-C1-3",32,32,44,44,0,0,-12,-12
BARDE PORC 2/3 KG S/AT UE,166789,1,MEAT_SPECIAL_HANDLING-26-14-A3-7,14.95,14.95,26.05,26.05,0,0,-11.100000000000001,-11.100000000000001
CUISSE DND HAL S/OS A/P SV FR,821084,1,MEAT_SPECIAL_HANDLING-26-12-A1-1,8.58,8.58,19.68,19.68,0,0,-11.1,-11.1
SAL JP EXQUIS MC 1K UEUE,762767,1,null,-11,-11,0,0,0,0,-11,-11
HARICOT MUNGO BIO*SOJA 1KG FR,853848,1,MEAT_SPECIAL_HANDLING-26-20-A3-4,1,1,12,12,0,0,-11,-11
MINI CARAMBAR FRUITS 1KG,258058,1,MEAT_SPECIAL_HANDLING-10-33-A3-5,20,20,31,31,0,0,-11,-11
SOURIS AGNEAU A/OS S/V NZ,820497,1,MEAT_SPECIAL_HANDLING-20-17-A1-4,8.31,8.31,18.62,18.62,0,0,-10.31,-10.31
50 POT A SOUPE KRAFT 36CL,866153,1,"MEAT_SPECIAL_HANDLING-12-11-A1-4,MEAT_SPECIAL_HANDLING-12-13-A1-2",17,17,27,27,0,0,-10,-10
BADOIT 50CL X6 PET,396676,1,"MEAT_SPECIAL_HANDLING-3-13-C1-1,MEAT_SPECIAL_HANDLING-1-21-B1-2,MEAT_SPECIAL_HANDLING-3-17-B1-1,MEAT_SPECIAL_HANDLING-3-29-A1-2,MEAT_SPECIAL_HANDLING-3-10-C1-3,MEAT_SPECIAL_HANDLING-1-33-B1-2,MEAT_SPECIAL_HANDLING-1-9-C1-2,MEAT_SPECIAL_HANDLING-3-29-B1-3,MEAT_SPECIAL_HANDLING-3-13-B1-2",384,1920,386,1930,0,0,-2,-10
MPRO 500 BROCH BAMB GOLF 9 CM,893718,1,MEAT_SPECIAL_HANDLING-5-28-A1-5,100,100,110,110,0,0,-10,-10
